objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
588848899934128631,756,44,3,756,2551,3,228.97909927,-0.08224034,23.247761,21.27343,20.642345,20.502443,20.572184,0.645551,0.051805,0.045989,0.062362,0.256225
588848899934128636,756,44,3,756,2556,3,228.97865535,-0.09204734,23.864059,22.589495,21.951101,21.814474,22.152079,0.817077,0.132311,0.124606,0.165364,0.709121
588848899934128647,756,44,3,756,2567,6,228.97981058,-0.13866393,23.404314,22.031809,21.652548,21.517149,21.451166,0.503881,0.069963,0.076659,0.104827,0.36532
588848899934128649,756,44,3,756,2569,6,228.98074303,-0.13032794,23.73444,23.710693,21.713627,20.457932,19.748262,0.590928,0.264127,0.076238,0.03993,0.081543
588848899934128650,756,44,3,756,2570,6,228.98019361,-0.13151619,23.631313,22.636299,22.192884,22.154566,21.785969,0.557187,0.110068,0.114952,0.170557,0.434107
588848899934128658,756,44,3,756,2578,6,228.98041617,-0.11403757,23.642191,21.912079,21.581974,21.40024,21.065025,0.609662,0.065384,0.074311,0.097094,0.271738
588848899934128663,756,44,3,756,2583,6,228.9817646,-0.12581397,22.727055,21.749805,21.360081,21.168011,21.221045,0.297713,0.05586,0.059735,0.077256,0.301057
588848899934128664,756,44,3,756,2584,6,228.98185375,-0.09901858,24.884436,22.055925,21.688143,21.747948,22.217476,0.8285,0.072298,0.079615,0.128429,0.588922
588848899934128666,756,44,3,756,2586,6,228.98192307,-0.12858385,23.063505,21.986736,21.565048,21.69659,21.464828,0.390739,0.066578,0.06965,0.119121,0.359029
588848899934128667,756,44,3,756,2587,6,228.98192077,-0.12766666,22.988188,22.494261,22.123116,21.992277,21.635044,0.368084,0.103088,0.114592,0.15735,0.41355
588848899934128669,756,44,3,756,2589,6,228.98208994,-0.07607874,25.227911,22.510715,21.353626,20.775007,20.460287,0.731222,0.104596,0.059555,0.054822,0.158118
588848899934128675,756,44,3,756,2595,6,228.98373405,-0.12650634,24.036247,23.476686,23.253038,22.40691,22.850235,0.699642,0.221385,0.281122,0.211204,0.641981
588848899934128681,756,44,3,756,2601,6,228.98439049,-0.13089479,22.95096,21.588209,21.355387,21.275763,21.362217,0.345288,0.04799,0.058066,0.082173,0.326009
588848899934128689,756,44,3,756,2609,6,228.98475184,-0.07907072,22.820112,21.772696,21.424589,21.188133,21.361277,0.312173,0.05473,0.060492,0.074182,0.314984
588848899934128690,756,44,3,756,2610,6,228.98362073,-0.07801175,23.697302,22.616764,21.992565,22.070089,22.556761,0.58826,0.109485,0.097673,0.158727,0.624897
588848899934128691,756,44,3,756,2611,6,228.98703379,-0.07864677,23.717869,22.374414,22.010107,21.871817,21.262203,0.629274,0.094895,0.105651,0.143433,0.317
588848899934128698,756,44,3,756,2618,6,228.98547394,-0.1286109,23.634592,23.214384,22.948,22.626858,22.203943,0.560998,0.177647,0.219535,0.254465,0.550601
588848899934128709,756,44,3,756,2629,6,228.9867747,-0.07083556,24.074713,23.549326,22.568777,22.821796,22.321178,0.719877,0.235751,0.160323,0.300747,0.580327
588848899934128718,756,44,3,756,2638,3,228.98833614,-0.13961526,23.132591,22.791664,22.552343,22.346121,22.380901,0.410403,0.132609,0.166985,0.215472,0.636802
588848899934128720,756,44,3,756,2640,6,228.98871686,-0.07665768,22.970839,21.506514,21.178493,21.036539,20.688843,0.347316,0.044443,0.049128,0.064803,0.182224
588848899934128726,756,44,3,756,2646,6,228.98990407,-0.14095531,24.470293,22.611198,22.174444,22.018572,22.293745,0.889615,0.121315,0.12847,0.17373,0.659497
588848899934128728,756,44,3,756,2648,6,228.99012323,-0.07019797,23.310307,21.856049,21.63308,21.487253,21.627113,0.467294,0.059707,0.07406,0.098576,0.397597
588848899934128729,756,44,3,756,2649,6,228.99004415,-0.07088131,23.3832,22.424809,21.687214,21.474247,21.068224,0.611466,0.119111,0.097285,0.124624,0.332594
588848899934128730,756,44,3,756,2650,6,228.99069214,-0.07180958,25.751352,23.40378,22.537275,22.449341,21.364674,0.555913,0.232615,0.174835,0.250276,0.359737
588848899934128740,756,44,3,756,2660,6,228.99073558,-0.08483113,23.261389,21.911253,21.516132,21.525253,20.776999,0.43445,0.061025,0.065113,0.098776,0.19455
588848899934128742,756,44,3,756,2662,6,228.99095364,-0.07767312,23.686436,23.020906,22.687599,22.374878,21.663839,0.591254,0.154483,0.17927,0.208117,0.40125
588848899934128762,756,44,3,756,2682,3,228.99517578,-0.07581862,23.845604,23.097609,22.333269,22.156088,23.489342,0.770445,0.196893,0.159221,0.209678,0.675584
588848899934128765,756,44,3,756,2685,6,228.99620078,-0.07396421,24.422388,23.125433,22.762697,22.268139,21.875065,0.795054,0.167252,0.18973,0.188915,0.457086
588848899934128766,756,44,3,756,2686,3,228.99637848,-0.1484496,25.011719,23.096516,22.558535,22.55077,22.195688,0.825932,0.17703,0.174489,0.264611,0.613879
588848899934128771,756,44,3,756,2691,6,228.99779965,-0.07292665,23.072784,22.222837,21.94842,21.832752,21.592215,0.375852,0.078835,0.094119,0.128904,0.375746
588848899934128795,756,44,3,756,2715,3,229.00028716,-0.07442116,24.852123,22.892239,22.266003,22.40453,22.772272,1.078178,0.186844,0.173695,0.298635,0.920413
588848899934128796,756,44,3,756,2716,6,228.99960252,-0.07408145,24.761118,25.49353,24.249062,24.554701,20.72134,0.797798,0.473534,0.543786,0.638741,0.186905
588848899934128797,756,44,3,756,2717,3,229.0013296,-0.0742369,23.735411,23.038828,22.574287,22.911377,21.789625,0.834404,0.218751,0.237781,0.468646,0.639658
588848899934128800,756,44,3,756,2720,6,229.0026737,-0.0649997,22.723011,22.02762,21.607935,21.396151,21.558226,0.303664,0.071338,0.075159,0.095077,0.395043
588848899934128806,756,44,3,756,2726,6,229.00635293,-0.06941176,22.663271,21.8111,21.478291,21.339394,20.654343,0.28543,0.058941,0.066494,0.088922,0.186656
588848899934128807,756,44,3,756,2727,6,229.00444644,-0.06996464,22.852125,21.914356,21.562376,21.398027,22.108562,0.314429,0.061337,0.06785,0.088435,0.527988
588848899934128808,756,44,3,756,2728,6,229.00687556,-0.06826779,24.332062,22.5224,21.980858,22.035965,21.05571,0.803045,0.103007,0.099309,0.158783,0.254051
588848899934128816,756,44,3,756,2736,6,229.00549463,-0.14264114,23.515963,22.424376,22.128315,22.413414,21.93318,0.51759,0.091761,0.109311,0.211819,0.475534
588848899934128826,756,44,3,756,2746,3,229.00736165,-0.06516107,22.277218,21.7813,21.347822,21.166296,20.966997,0.243339,0.06778,0.070704,0.092192,0.295686
588848899934128827,756,44,3,756,2747,6,229.00813537,-0.06559378,24.791428,24.14747,23.00536,22.774427,22.099916,0.798069,0.365806,0.233921,0.288153,0.523537
588848899934128829,756,44,3,756,2749,6,229.00616321,-0.15286089,25.137705,23.386377,22.079168,20.718439,19.999874,0.717104,0.204793,0.104981,0.049437,0.101205
588848899934128842,756,44,3,756,2762,3,229.00820006,-0.07072141,23.183489,22.392473,22.174187,22.240479,21.205948,0.510057,0.113049,0.145721,0.23883,0.36311
588848899934128853,756,44,3,756,2773,6,229.00989594,-0.14518559,23.3491,22.777592,22.088272,22.02401,21.706173,0.490228,0.131695,0.113107,0.164047,0.444122
588848899934128864,756,44,3,756,2784,3,229.01077069,-0.07521974,24.880445,22.938169,22.328211,22.022009,22.270599,0.91998,0.167,0.154323,0.182294,0.682053
588848899934128869,756,44,3,756,2789,6,229.0114667,-0.14627297,24.468443,22.39871,21.944031,21.772285,21.827698,0.794323,0.09045,0.093541,0.122138,0.445083
588848899934128877,756,44,3,756,2797,6,229.01378807,-0.15035372,22.856796,22.013784,21.612267,21.613277,21.791433,0.321999,0.066703,0.071572,0.108562,0.44246
588848899934128890,756,44,3,756,2810,3,229.01535858,-0.14247607,22.368149,21.265076,20.85718,20.934305,20.26561,0.240533,0.040463,0.042959,0.069282,0.149846
588848899934128891,756,44,3,756,2811,6,229.01587077,-0.14096423,22.965754,21.878088,21.392977,21.527184,21.45178,0.344906,0.05881,0.058532,0.098413,0.342246
588848899934128892,756,44,3,756,2812,6,229.01385791,-0.14156661,22.62916,22.031248,21.595581,21.539337,21.061155,0.267745,0.067854,0.070658,0.102045,0.25665
588848899934128894,756,44,3,756,2814,6,229.01643457,-0.06776955,23.1327,22.290949,21.785631,21.697958,21.654455,0.41719,0.087509,0.086679,0.121873,0.419462
588848899934128905,756,44,3,756,2825,6,229.01881493,-0.14539311,23.348289,22.882174,22.518005,23.173576,22.827864,0.540006,0.157361,0.183948,0.475145,0.780908
588848899934128915,756,44,3,756,2835,6,229.0201889,-0.148846,22.822523,22.147566,21.860699,21.84918,21.639914,0.319415,0.076257,0.091294,0.137906,0.413673
588848899934128918,756,44,3,756,2838,6,229.02043335,-0.07556157,23.715633,22.299314,21.740473,21.686113,21.030838,0.616685,0.08735,0.082373,0.119298,0.253385
588848899934128923,756,44,3,756,2843,6,229.02129908,-0.14673264,24.499334,22.962046,22.533041,22.465183,21.668989,0.862302,0.156574,0.170388,0.245043,0.438844
588848899934128927,756,44,3,756,2847,6,229.02222278,-0.14280556,22.862886,21.618799,21.33251,21.204281,21.023874,0.313843,0.04803,0.055723,0.074638,0.242638
588848899934128928,756,44,3,756,2848,6,229.02042975,-0.14405779,23.0516,21.656607,21.306393,21.07345,20.851444,0.371753,0.049536,0.054674,0.067081,0.210808
588848899934128951,756,44,3,756,2871,6,229.02591842,-0.14967751,22.90679,22.893618,22.115444,22.21983,22.184683,0.343888,0.1432,0.114404,0.190787,0.580646
588848899934128952,756,44,3,756,2872,6,229.02527717,-0.14844768,23.670261,22.612658,22.232838,22.326338,22.044147,0.606125,0.109733,0.122048,0.200874,0.51924
588848899934128961,756,44,3,756,2881,6,229.02708786,-0.14334154,22.830433,22.333193,22.229099,22.244005,21.800846,0.306466,0.085447,0.11955,0.183391,0.438938
588848899934128963,756,44,3,756,2883,6,229.02724006,-0.14808646,22.956362,21.665638,21.375942,21.151909,21.324785,0.351076,0.051728,0.060146,0.074758,0.324749
588848899934128975,756,44,3,756,2895,6,229.02809753,-0.15109807,23.689707,22.399046,21.913734,21.681368,21.085524,0.691019,0.106722,0.108067,0.13611,0.306294
588848899934128989,756,44,3,756,2909,6,229.02973933,-0.14378513,23.35083,22.019529,21.626467,21.718468,22.206089,0.543902,0.078635,0.085079,0.142135,0.682076
588848899934128990,756,44,3,756,2910,6,229.03158495,-0.14359771,24.592592,22.444878,21.897528,21.916012,22.25053,0.803929,0.094123,0.090148,0.138967,0.566287
588848899934128991,756,44,3,756,2911,3,229.02932238,-0.14367624,23.789827,22.52035,22.719795,21.992855,21.617546,0.624226,0.102217,0.184759,0.148771,0.386759
588848899934128992,756,44,3,756,2912,6,229.02859623,-0.14440349,23.943825,22.631832,21.940884,22.011507,21.429855,0.680091,0.111183,0.094773,0.152851,0.340235
588848899934128993,756,44,3,756,2913,6,229.03040852,-0.14449827,24.93392,22.812582,22.124119,22.47016,21.667093,0.795834,0.132956,0.114176,0.23524,0.419108
588848899934128995,756,44,3,756,2915,6,229.03170615,-0.07179878,24.488455,23.335249,23.494669,23.52969,23.093222,0.929224,0.247459,0.421338,0.599811,0.749721
588848899934129003,756,44,3,756,2923,3,229.03338545,-0.07188208,22.791037,22.227018,21.385538,20.986441,21.058746,0.391309,0.103065,0.077007,0.084311,0.340629
588848899934129008,756,44,3,756,2928,3,229.03514984,-0.07946731,24.248247,21.745935,21.15143,20.872435,20.084949,1.146332,0.075535,0.071058,0.086001,0.16759
588848899934129013,756,44,3,756,2933,3,229.03639191,-0.0838734,22.555075,21.652859,21.188868,21.188206,21.677568,0.312148,0.061883,0.062869,0.095939,0.532034
588848899934129014,756,44,3,756,2934,6,229.03617614,-0.07625275,24.28631,22.208544,21.835876,21.737658,21.965179,0.831502,0.083455,0.092832,0.129525,0.53328
588848899934129017,756,44,3,756,2937,3,229.03674788,-0.07077855,23.604759,22.568935,22.271299,21.637945,20.70146,0.74033,0.138481,0.167064,0.148318,0.251752
588848899934129029,756,44,3,756,2949,6,229.03782056,-0.08681533,24.829937,23.040905,22.718376,22.318094,21.70509,0.788078,0.155113,0.182982,0.195748,0.406906
588848899934129032,756,44,3,756,2952,3,229.03796803,-0.13107855,22.375134,21.543392,21.154444,21.107563,20.78056,0.251207,0.05336,0.058655,0.086465,0.248354
588848899934129033,756,44,3,756,2953,3,229.03684507,-0.13106101,24.274824,24.172832,22.844181,22.111107,23.655609,0.906858,0.447466,0.255219,0.202533,0.61701
588848899934129034,756,44,3,756,2954,6,229.03842921,-0.12945228,23.541088,23.282471,22.897755,23.043163,22.034416,0.520572,0.188662,0.212422,0.354993,0.507845
588848899934129039,756,44,3,756,2959,6,229.03947162,-0.08780885,24.516685,22.532063,22.102749,21.917116,22.552271,0.859279,0.109892,0.117056,0.152314,0.687597
588848899934129040,756,44,3,756,2960,6,229.04015462,-0.08918148,23.936075,22.939289,22.413588,22.116684,22.151567,0.75492,0.161914,0.160656,0.18963,0.620358
588848899934129049,756,44,3,756,2969,6,229.04038852,-0.07368652,24.524475,22.543652,22.056263,22.084143,22.21661,0.810042,0.10287,0.103533,0.159972,0.553372
588848899934129050,756,44,3,756,2970,6,229.04001435,-0.07250203,23.391943,22.77437,22.183672,21.817963,22.121437,0.510571,0.13251,0.122868,0.136081,0.571967
588848899934129051,756,44,3,756,2971,6,229.0403572,-0.07739028,23.927809,23.001524,22.535004,22.326548,22.254896,0.688485,0.154428,0.161963,0.204702,0.584023
588848899934129058,756,44,3,756,2978,6,229.04093985,-0.13669706,23.610121,21.699884,21.107998,20.920166,20.574739,0.562084,0.053028,0.047872,0.060947,0.173604
588848899934129059,756,44,3,756,2979,6,229.04082574,-0.1375816,23.609226,22.835205,22.44635,23.663826,22.568417,0.586604,0.137695,0.154498,0.572179,0.67901
588848899934129061,756,44,3,756,2981,6,229.04146179,-0.12351862,24.320711,23.362907,22.712543,22.541407,22.294266,0.776922,0.201483,0.181512,0.236645,0.575205
588848899934129063,756,44,3,756,2983,6,229.04087121,-0.07908304,22.664707,21.393818,21.048483,20.902641,20.89699,0.272578,0.040627,0.044406,0.057808,0.215754
588848899934129064,756,44,3,756,2984,6,229.04165792,-0.07994849,23.013784,23.018023,22.688686,22.248974,22.258495,0.384357,0.163018,0.192154,0.200735,0.615729
588848899934129066,756,44,3,756,2986,6,229.04194657,-0.08746375,23.336655,22.06279,21.608326,21.444555,21.505972,0.470778,0.070961,0.072941,0.095489,0.36721
588848899934129068,756,44,3,756,2988,3,229.04226739,-0.08505467,24.823347,22.427254,21.780855,21.715712,21.305798,1.030376,0.121096,0.106783,0.169272,0.410847
588848899934129069,756,44,3,756,2989,6,229.04273999,-0.08298619,23.121443,22.079489,21.586632,21.511459,21.455353,0.398424,0.071447,0.071071,0.100372,0.350611
588848899934129080,756,44,3,756,3000,6,229.043886,-0.07927131,22.963865,22.742151,22.412323,21.827185,21.77824,0.383247,0.13775,0.160929,0.147695,0.499871
588848899934129081,756,44,3,756,3001,6,229.04444938,-0.07864743,23.190966,22.871937,22.664835,22.849775,23.548759,0.503147,0.165781,0.218172,0.385659,0.669155
588848899934129084,756,44,3,756,3004,6,229.04536817,-0.11617935,24.133667,23.38061,22.836506,22.709415,21.479445,0.72052,0.203903,0.202539,0.271594,0.345393
588848899934129088,756,44,3,756,3008,6,229.04615174,-0.13424433,23.807959,22.584833,22.068848,22.294355,22.141293,0.631956,0.10709,0.105918,0.195755,0.549745
588848899934129089,756,44,3,756,3009,3,229.04623057,-0.11767939,23.712776,22.723164,21.338226,20.86195,20.763737,0.742543,0.151115,0.070829,0.071954,0.25315
588848899934129100,756,44,3,756,3020,6,229.04826535,-0.08277147,23.447182,22.942314,22.262674,22.035383,22.104063,0.518124,0.149501,0.13003,0.162119,0.555749
588848899934129101,756,44,3,756,3021,6,229.04883143,-0.10269057,23.638187,22.416813,21.80475,21.853779,21.93294,0.563512,0.091818,0.083708,0.131298,0.474768
588848899934129109,756,44,3,756,3029,6,229.04899588,-0.12574758,24.742994,23.289919,23.233742,22.645828,22.532497,0.79734,0.189696,0.279102,0.256862,0.622314
588848899934129111,756,44,3,756,3031,6,229.04978853,-0.0916842,24.230907,22.940588,22.213448,22.178663,21.954643,0.816435,0.153794,0.128565,0.190458,0.528932
588848899934129113,756,44,3,756,3033,6,229.04684258,-0.10057529,22.988117,22.077885,21.573973,21.630079,21.170347,0.366565,0.072354,0.071876,0.113882,0.286201
588848899934129114,756,44,3,756,3034,6,229.04873452,-0.10024402,25.068882,22.367899,22.00629,21.81888,22.712952,0.729576,0.088108,0.099486,0.127184,0.639451
588848899934129115,756,44,3,756,3035,3,229.04997427,-0.1005916,24.182032,22.853054,22.008219,22.067881,22.157656,0.863845,0.156305,0.117511,0.18969,0.649473
588848899934129118,756,44,3,756,3038,6,229.04925993,-0.12305818,24.776243,22.592278,22.178837,21.881086,22.123724,0.803972,0.108508,0.117173,0.137326,0.542621
588848899934129119,756,44,3,756,3039,6,229.04993345,-0.12370543,23.764807,23.268417,22.297926,22.792009,22.197548,0.671146,0.205109,0.140267,0.322495,0.619743
588848899934129120,756,44,3,756,3040,3,229.04922756,-0.12166362,24.958715,25.875259,25.869511,23.441584,20.562763,0.926585,0.490068,0.497857,0.589573,0.218185
588848899934129121,756,44,3,756,3041,6,229.05006139,-0.08322325,23.157753,22.947401,22.92425,22.47633,22.815456,0.458449,0.183587,0.266989,0.283914,0.77785
588848899934129122,756,44,3,756,3042,6,229.0503224,-0.11441993,23.948231,22.137178,20.982344,20.418716,20.090219,0.67824,0.073772,0.042521,0.039152,0.110491
588848899934129123,756,44,3,756,3043,6,229.05023663,-0.0890564,24.003195,22.620474,22.02718,21.875145,21.58338,0.764576,0.121501,0.112326,0.150872,0.424137
588848899934129125,756,44,3,756,3045,6,229.05074677,-0.12235158,24.211447,23.014269,22.839396,22.384901,21.605728,0.798562,0.162447,0.217913,0.224166,0.414398
588848899934129133,756,44,3,756,3053,6,229.05168969,-0.09379975,23.628372,23.082394,22.49704,22.545858,22.27849,0.556607,0.160907,0.152238,0.237961,0.571392
588848899934129136,756,44,3,756,3056,6,229.05233159,-0.12497884,24.417465,22.54549,22.026945,22.184042,22.047934,0.784491,0.102093,0.100581,0.17436,0.51002
588848899934129137,756,44,3,756,3057,6,229.0523193,-0.12132463,23.426991,22.446753,22.188963,21.693079,21.918444,0.536437,0.104269,0.128845,0.128022,0.534684
588848899934129140,756,44,3,756,3060,3,229.05289891,-0.09634491,23.356556,21.963079,21.568344,21.321941,20.869417,0.523698,0.071454,0.07799,0.095622,0.246084
588848899934129148,756,44,3,756,3068,6,229.05431917,-0.09875988,24.141893,22.742437,22.36297,22.098507,21.726868,0.736466,0.120466,0.135517,0.16223,0.413969
588848899934129156,756,44,3,756,3076,6,229.05435255,-0.11444638,23.483559,23.245438,23.143974,22.562172,22.111237,0.531779,0.195134,0.279288,0.259897,0.566067
588848899934129167,756,44,3,756,3087,6,229.05616398,-0.11726246,24.286648,22.438013,22.150215,21.950489,22.106228,1.010815,0.121421,0.149748,0.192758,0.723681
588848899934129174,756,44,3,756,3094,6,229.05748451,-0.09997582,23.036148,22.365515,22.165285,21.842607,21.371729,0.412404,0.099857,0.130111,0.150602,0.369494
588848899934129386,756,44,3,756,3306,3,228.97195347,-0.09344794,24.466869,23.451469,22.211874,22.404385,21.689428,1.036781,0.286267,0.160795,0.287865,0.54978
588848899934129387,756,44,3,756,3307,6,228.9725323,-0.11407419,24.568073,23.650146,22.705589,22.112883,22.212936,0.836855,0.264861,0.190496,0.17347,0.581644
588848899934129390,756,44,3,756,3310,6,228.97476239,-0.1128753,23.437935,23.618778,22.867355,23.129332,21.827276,0.491551,0.246289,0.206051,0.378774,0.441142
588848899934129391,756,44,3,756,3311,6,228.97472393,-0.09586475,23.315069,23.299501,22.630836,22.587257,23.020147,0.482823,0.204482,0.179824,0.265254,0.682203
588848899934129395,756,44,3,756,3315,3,228.97611282,-0.09675682,24.101692,23.748722,22.298574,22.166798,23.049135,0.928659,0.355334,0.164702,0.227637,0.844056
588848899934129396,756,44,3,756,3316,3,228.9764132,-0.13215146,23.90373,24.298756,22.041498,20.976114,20.422197,0.843144,0.515747,0.131093,0.080481,0.192991
588848899934129398,756,44,3,756,3318,3,228.97758965,-0.12908085,24.055626,23.346308,22.328066,22.839151,21.429008,0.924678,0.260295,0.173718,0.415088,0.454825
588848899934129401,756,44,3,756,3321,3,228.97992166,-0.1288625,24.579691,23.508745,22.211491,21.780516,22.375313,1.26427,0.355821,0.183838,0.198438,0.974919
588848899934129407,756,44,3,756,3327,6,228.98279753,-0.12398672,25.794977,23.366642,21.930149,20.94828,20.310684,0.577456,0.236622,0.109331,0.071903,0.158221
588848899934129416,756,44,3,756,3336,3,228.99402203,-0.14886201,23.761246,22.69813,22.045572,21.593563,23.440149,1.007478,0.191502,0.172244,0.183325,1.013057
588848899934129419,756,44,3,756,3339,6,228.995379,-0.07211352,23.527943,23.555124,22.363537,20.919657,20.346415,0.525085,0.23692,0.134456,0.058534,0.135317
588848899934129420,756,44,3,756,3340,3,228.99632823,-0.0722992,24.850636,23.587954,23.050962,21.999544,22.432718,0.874586,0.273625,0.273873,0.169775,0.689391
588848899934129428,756,44,3,756,3348,6,229.0114535,-0.06489105,24.411131,23.969749,22.302633,21.766804,21.60774,0.794779,0.321741,0.127987,0.121694,0.379195
588848899934129437,756,44,3,756,3357,6,229.02270754,-0.14108272,25.075272,24.951431,22.770914,22.656595,21.654926,0.732217,0.498791,0.190437,0.25903,0.39506
588848899934129447,756,44,3,756,3367,3,229.03388858,-0.14527094,23.014183,23.305119,22.319756,23.577929,21.71656,0.450923,0.250523,0.16851,0.686101,0.556675
588848899934129448,756,44,3,756,3368,6,229.03491168,-0.08287415,24.576918,23.507948,22.637043,22.468763,22.941853,0.859753,0.242932,0.18322,0.240927,0.698244
588848899934129455,756,44,3,756,3375,6,229.04196996,-0.07567072,25.661795,24.053556,22.831306,22.751621,22.359953,0.531113,0.339231,0.20147,0.281272,0.589817
588848899934129458,756,44,3,756,3378,6,229.04621645,-0.08682658,25.072468,23.992039,22.727478,22.845184,22.720526,0.767127,0.342874,0.194101,0.32015,0.678511
588848899934129461,756,44,3,756,3381,6,229.04903844,-0.10666071,25.109465,23.440601,22.294371,22.151085,22.045532,0.920595,0.270173,0.162169,0.219755,0.660592
588848899934129514,756,44,3,756,3434,3,228.99186974,-0.13618142,23.796528,23.393703,22.921013,22.023829,21.782408,0.691708,0.231097,0.242657,0.174487,0.495485
588848899934129516,756,44,3,756,3436,6,228.99571298,-0.06723858,24.608599,24.344007,23.136383,21.826366,21.344866,0.80675,0.405249,0.258151,0.128153,0.310721
588848899934129527,756,44,3,756,3447,6,229.02808263,-0.13654344,25.583784,24.197855,23.163549,21.628061,20.894037,0.614347,0.41172,0.290879,0.119663,0.24226
588848899934126207,756,44,3,756,127,6,228.96638005,-0.10139415,19.36293,18.260435,17.134457,16.936304,16.85305,0.023356,6.430663E-3,4.711397E-3,5.071501E-3,0.010276
588848899934126210,756,44,3,756,130,3,228.96560938,-0.10100864,24.453587,20.759876,19.561584,19.062201,18.664841,1.112202,0.036254,0.020081,0.019356,0.047151
588848899934126212,756,44,3,756,132,6,228.96468325,-0.10401881,21.724049,20.443651,19.979099,19.849905,19.699165,0.125633,0.020386,0.019477,0.024766,0.078034
588848899934126213,756,44,3,756,133,6,228.96477325,-0.10183881,22.130978,21.768444,20.883118,20.717073,20.577311,0.175318,0.055669,0.039,0.049985,0.163575
588848899934126216,756,44,3,756,136,6,228.96338127,-0.10424465,23.345608,22.215729,21.669353,21.68013,21.03244,0.467369,0.078895,0.075018,0.115305,0.245824
588848899934126218,756,44,3,756,138,3,228.96532716,-0.10290292,22.265821,24.748215,23.487888,25.683016,21.727736,0.232366,0.586447,0.414115,0.440902,0.524262
588848899934126222,756,44,3,756,142,6,228.9691483,-0.127905,18.519653,16.681921,15.950193,15.639378,15.48555,0.014313,4.016174E-3,3.765434E-3,3.90236E-3,5.698849E-3
588848899934126223,756,44,3,756,143,6,228.96736037,-0.12756687,22.698612,21.729328,21.462162,21.386337,23.294069,0.28019,0.05324,0.063123,0.090233,0.604942
588848899934126226,756,44,3,756,146,6,228.97243802,-0.13479943,16.813126,15.431194,14.899942,14.711118,14.639277,6.463467E-3,3.478644E-3,3.489299E-3,3.605495E-3,4.496039E-3
588848899934126227,756,44,3,756,147,6,228.97569961,-0.13544315,25.133158,22.902771,21.04825,19.823816,19.086737,0.72711,0.139169,0.044255,0.02444,0.047785
588848899934126228,756,44,3,756,148,6,228.97346596,-0.1379257,22.2185,21.44314,21.027767,20.941162,20.82,0.189595,0.042658,0.044015,0.061514,0.210049
588848899934126230,756,44,3,756,150,3,228.97406983,-0.13441219,23.380106,22.34399,21.57115,21.515156,21.147747,0.568981,0.104615,0.081751,0.120422,0.331731
588848899934126232,756,44,3,756,152,3,228.97516183,-0.13608166,24.551378,22.655966,22.02776,21.918365,21.955711,1.099957,0.153852,0.138243,0.201664,0.694798
588848899934126262,756,44,3,756,182,6,228.98771513,-0.14721069,19.993263,18.470739,17.83913,17.575748,17.405149,0.03466,6.859957E-3,5.897488E-3,6.2831E-3,0.014104
588848899934126349,756,44,3,756,269,6,229.00251929,-0.1555062,21.956991,20.976034,20.833069,20.634443,21.194069,0.151692,0.029579,0.03734,0.046089,0.277973
588848899934126350,756,44,3,756,270,6,229.00397274,-0.15565676,25.537846,23.019592,21.2236,20.506081,19.920416,0.62722,0.167554,0.05695,0.045779,0.10418
588848899934126354,756,44,3,756,274,6,229.0034093,-0.15570834,22.339046,21.407087,21.226656,20.910019,20.848364,0.213545,0.042377,0.052753,0.060625,0.216838
588848899934126360,756,44,3,756,280,6,229.00413929,-0.15685412,22.890217,21.856228,21.313587,21.311619,21.06912,0.337421,0.059666,0.056793,0.085305,0.271713
588848899934126362,756,44,3,756,282,6,229.00037546,-0.15657906,24.312918,21.907064,21.493647,21.704729,20.870018,0.808415,0.062572,0.066736,0.121409,0.224327
588848899934126499,756,44,3,756,419,6,229.02221215,-0.06208722,21.867758,20.932768,20.61862,20.443186,20.417856,0.143434,0.029046,0.031814,0.039885,0.14563
588848899934126508,756,44,3,756,428,3,229.02484226,-0.06318247,23.116205,22.143377,21.445036,21.254108,21.599691,0.58057,0.108898,0.092194,0.122208,0.601969
588848899934126512,756,44,3,756,432,6,229.01886846,-0.06249996,25.857302,22.611008,22.27597,22.001234,21.728159,0.459695,0.109586,0.126832,0.151457,0.421693
588848899934126656,756,44,3,756,576,6,229.04210015,-0.06994392,21.783003,20.616638,20.032198,19.874634,19.878365,0.134238,0.02358,0.02073,0.025499,0.091855
588848899934126657,756,44,3,756,577,6,229.04221339,-0.06900209,21.961262,20.718987,20.39534,20.242601,20.340487,0.154321,0.025214,0.027284,0.034062,0.135854
588848899934126658,756,44,3,756,578,6,229.04270337,-0.06975258,22.032675,20.997555,20.814758,20.780874,20.484137,0.171358,0.032212,0.039802,0.056587,0.163575
588848899934126669,756,44,3,756,589,6,229.04631037,-0.14317253,18.706852,17.392721,17.484377,17.595079,17.650394,0.015918,4.652373E-3,5.181397E-3,6.352351E-3,0.016535
588848899934126670,756,44,3,756,590,6,229.04515161,-0.14187171,20.269476,18.823587,18.197695,17.950222,17.791761,0.041701,8.027456E-3,6.848093E-3,7.444854E-3,0.018155
588848899934126674,756,44,3,756,594,6,229.04755444,-0.14171136,24.205706,22.908964,22.35594,22.631119,21.838301,0.751515,0.138311,0.133995,0.253431,0.448818
588848899934126682,756,44,3,756,602,6,229.05672862,-0.12163853,22.823853,21.576033,21.289948,21.163965,20.845566,0.304841,0.046424,0.053973,0.07194,0.207916
